_id;Number;Name of Location;Date;Login Hour;Name;Age;gender;Email;No Telp;Brand Device;Digital Interest;Location Type
6818a153a750bed478947a38;160;The Green Leaf;12/15/2023;13:23:00;Emmalyn Redfern;1978;Female;eredfern4f@youtu.be;199-781-8459;Xiaomi;Sport;metropolitan
6818a153a750bed478947a39;161;The Salad Spot;12/14/2023;10:10:00;Haleigh Moresby;1995;Female;hmoresby4g@acquirethisname.com;555-134-6655;Google;Social Media;urban
6818a153a750bed478947a3a;162;Java Junction;12/21/2023;16:25:00;Lindsy Isaksen;1993;Female;lisaksen4h@wordpress.org;584-245-4923;Google;Social Media;sub urban
6818a153a750bed478947a3b;163;The Coffee Bean;12/22/2023;15:19:00;Evangeline McLachlan;1979;Female;emclachlan4i@wsj.com;767-528-6008;Google;Social Media;coastal
6818a153a750bed478947a3c;164;Java Junction;12/30/2023;16:44:00;Jilleen Welden;1966;Female;jwelden4j@shinystat.com;236-662-5979;Google;Social Media;Suburban Fringe
6818a153a750bed478947a3d;165;Java Junction;12/25/2023;21:30:00;Burton Pfleger;1993;Male;bpfleger4k@bloglovin.com;823-894-1788;Google;Social Media;metropolitan
6818a153a750bed478947a3e;166;The Rustic Tavern;12/20/2023;10:40:00;Louis Caskie;2002;Male;lcaskie4l@devhub.com;181-233-1662;Google;E-commerce;urban
6818a153a750bed478947a3f;167;Cafe Delight;12/10/2023;13:00:00;Dorella Bortol;1991;Female;dbortol4m@archive.org;940-852-9789;Google;E-commerce;sub urban
6818a153a750bed478947a40;168;The Urban Cafe;12/30/2023;08:09:00;Lyman Sandaver;1979;Male;lsandaver4n@1und1.de;602-663-0760;Google;E-commerce;coastal
6818a153a750bed478947a41;169;Barrel & Brew;12/6/2023;16:26:00;Dallas Astin;1972;Female;dastin4o@plala.or.jp;976-757-5436;Google;E-commerce;Suburban Fringe
6818a153a750bed478947a42;170;Java Junction;12/20/2023;12:12:00;Susan Koubu;1974;Female;skoubu4p@surveymonkey.com;436-795-8334;Google;E-commerce;metropolitan
6818a153a750bed478947a43;171;The Coffee Bean;12/6/2023;16:14:00;Lucilia Brummell;1964;Female;lbrummell4q@wiley.com;372-874-6306;Google;Gaming;urban
6818a153a750bed478947a44;172;The Green Leaf;12/8/2023;20:38:00;Florinda Semeradova;2003;Female;fsemeradova4r@smugmug.com;419-604-5296;Google;Gaming;sub urban
6818a153a750bed478947a45;173;Salad Sensations;12/11/2023;12:18:00;Pavel Dumper;2003;Male;pdumper4s@si.edu;832-423-0635;Google;Gaming;coastal
6818a153a750bed478947a46;174;Barrel & Brew;12/12/2023;12:05:00;Inigo Unworth;1984;Male;iunworth4t@merriam-webster.com;265-783-6149;Google;Gaming;Suburban Fringe
6818a153a750bed478947a47;175;Barrel & Brew;12/23/2023;15:25:00;Sigismundo Landor;1979;Male;slandor4u@google.pl;231-102-9558;Google;Gaming;metropolitan
6818a153a750bed478947a48;176;The Brew House;12/9/2023;09:39:00;Desmond Richardes;1961;Male;drichardes4v@time.com;900-770-9622;Google;News;urban
6818a153a750bed478947a49;177;The Rustic Tavern;12/2/2023;19:54:00;Vannie Slegg;1992;Female;vslegg4w@mediafire.com;677-706-8240;Google;News;sub urban
6818a153a750bed478947a4a;178;Salad Sensations;12/16/2023;12:50:00;Gerta Nehlsen;1967;Female;gnehlsen4x@over-blog.com;605-966-5522;Google;News;coastal
6818a153a750bed478947a4b;179;The Green Leaf;12/7/2023;08:07:00;Jordon Payton;1997;Male;jpayton4y@wunderground.com;656-631-2292;Google;News;Suburban Fringe
6818a153a750bed478947a4c;180;Barrel & Brew;12/4/2023;16:59:00;Anabel Boyan;1991;Female;aboyan4z@xrea.com;466-373-5352;Google;News;metropolitan
6818a153a750bed478947a4d;181;The Coffee Bean;12/2/2023;15:09:00;Nickola Featenby;1985;Male;nfeatenby50@wiley.com;830-641-2105;Google;Technology;urban
6818a153a750bed478947a4e;182;The Green Leaf;12/29/2023;09:24:00;Mart Northill;1972;Male;mnorthill51@amazon.co.uk;205-371-1487;Google;Technology;sub urban
6818a153a750bed478947a4f;183;The Brew House;12/22/2023;15:00:00;Cassie Crommett;1969;Male;ccrommett52@a8.net;650-971-8230;Google;Technology;coastal
6818a153a750bed478947a50;184;Cafe Delight;12/22/2023;10:11:00;Drucie Maccaddie;1986;Female;dmaccaddie53@dropbox.com;964-353-5530;Google;Technology;Suburban Fringe
6818a153a750bed478947a51;185;The Green Leaf;12/19/2023;12:31:00;Gearalt Schellig;1965;Male;gschellig54@qq.com;691-304-3143;Google;Technology;metropolitan
6818a153a750bed478947a52;186;Java Junction;12/28/2023;12:04:00;Francisco Gatecliff;1968;Male;fgatecliff55@discovery.com;320-195-4573;Google;Podcast;urban
6818a153a750bed478947a53;187;Salad Sensations;12/29/2023;12:49:00;Penrod Warbys;1969;Male;pwarbys56@nature.com;565-880-1237;Google;Podcast;sub urban
6818a153a750bed478947a54;188;Java Junction;12/10/2023;19:22:00;Yvon Canedo;1981;Male;ycanedo57@delicious.com;129-289-8653;Google;Podcast;coastal
6818a153a750bed478947a55;189;Barrel & Brew;12/6/2023;17:49:00;Dion Vaud;2003;Male;dvaud58@hubpages.com;814-431-6270;Google;Podcast;Suburban Fringe
6818a153a750bed478947a56;190;The Salad Spot;12/18/2023;11:55:00;Heda Colquyte;1998;Female;hcolquyte59@elpais.com;769-784-8592;Google;Podcast;metropolitan
6818a153a750bed478947a57;191;Cafe Delight;12/13/2023;14:16:00;Karia Ghest;1980;Female;kghest5a@msn.com;988-107-5321;Google;Music;urban
6818a153a750bed478947a58;192;Barrel & Brew;12/6/2023;11:42:00;Camey Flew;1965;Male;cflew5b@umich.edu;526-436-5695;Google;Music;sub urban
6818a153a750bed478947a59;193;The Rustic Tavern;12/8/2023;09:49:00;Juana Jaspar;1975;Female;jjaspar5c@google.nl;902-552-4493;Google;Music;coastal
6818a153a750bed478947a5a;194;The Green Leaf;12/5/2023;20:31:00;Yettie Thorneley;1963;Female;ythorneley5d@dyndns.org;918-398-1653;Google;Music;Suburban Fringe
6818a153a750bed478947a5b;195;The Coffee Bean;12/7/2023;10:22:00;Tawsha McNee;1975;Female;tmcnee5e@fda.gov;812-648-8296;Google;Music;metropolitan
6818a153a750bed478947a5c;196;The Coffee Bean;12/26/2023;16:57:00;Brandy Savoury;1992;Male;bsavoury5f@sciencedirect.com;897-746-7259;Google;Sport;urban
6818a153a750bed478947a5d;197;The Salad Spot;12/13/2023;19:24:00;Linea Le Sieur;1972;Female;lle5g@huffingtonpost.com;144-969-7193;Google;Sport;sub urban
6818a153a750bed478947a5e;198;The Urban Cafe;12/7/2023;16:44:00;Milli Pattillo;1969;Female;mpattillo5h@quantcast.com;858-494-1543;Google;Sport;coastal
6818a153a750bed478947a5f;199;Barrel & Brew;12/21/2023;13:16:00;Georgeanna Pechacek;1974;Female;gpechacek5i@gov.uk;160-328-5157;Google;Sport;Suburban Fringe
6818a153a750bed478947a60;200;Java Junction;12/12/2023;10:31:00;Kattie Hazle;1963;Female;khazle5j@ucoz.ru;379-832-4160;Google;Sport;metropolitan
6818a153a750bed478947a61;201;The Rustic Tavern;12/25/2023;21:55:00;Carmelia Killshaw;2003;Female;ckillshaw5k@ask.com;962-958-7413;OnePlus;Social Media;urban
6818a153a750bed478947a62;202;Salad Sensations;12/20/2023;16:50:00;Colleen Titlow;2002;Female;ctitlow5l@ucsd.edu;353-222-7828;OnePlus;Social Media;sub urban
6818a153a750bed478947a63;203;Salad Sensations;12/29/2023;20:18:00;Kelly Balmer;1970;Female;kbalmer5m@discovery.com;121-471-5154;OnePlus;Social Media;coastal
6818a153a750bed478947a64;204;The Rustic Tavern;12/18/2023;10:19:00;Amandy Palethorpe;1967;Female;apalethorpe5n@imageshack.us;264-799-1900;OnePlus;Social Media;Suburban Fringe
6818a153a750bed478947a65;205;Cafe Delight;12/18/2023;20:50:00;Conrado Blackett;1998;Male;cblackett5o@hhs.gov;883-580-0524;OnePlus;Social Media;metropolitan
6818a153a750bed478947a66;206;The Rustic Tavern;12/13/2023;11:07:00;Lynn Bailles;1980;Female;lbailles5p@so-net.ne.jp;935-646-5993;OnePlus;E-commerce;urban
6818a153a750bed478947a67;207;Java Junction;12/16/2023;14:59:00;Stanfield Delacroux;1990;Male;sdelacroux5q@mysql.com;245-687-5450;OnePlus;E-commerce;sub urban
6818a153a750bed478947a68;208;Barrel & Brew;12/22/2023;12:36:00;Wallis Celle;1961;Female;wcelle5r@slashdot.org;322-300-9292;OnePlus;E-commerce;coastal
6818a153a750bed478947a69;209;Cafe Delight;12/27/2023;08:09:00;Alasdair Patrie;1986;Male;apatrie5s@sun.com;898-611-1523;OnePlus;E-commerce;Suburban Fringe
6818a153a750bed478947a6a;210;Barrel & Brew;12/30/2023;13:40:00;Chase Cowitz;1971;Male;ccowitz5t@ftc.gov;382-738-6120;OnePlus;E-commerce;metropolitan
6818a153a750bed478947a6b;211;Salad Sensations;12/6/2023;12:17:00;Garrot Copins;1983;Male;gcopins5u@umn.edu;534-676-5060;OnePlus;Gaming;urban
6818a153a750bed478947a6c;212;The Coffee Bean;12/18/2023;19:47:00;Delora Gothliff;1961;Female;dgothliff5v@tmall.com;653-618-0910;OnePlus;Gaming;sub urban
6818a153a750bed478947a6d;213;The Brew House;12/20/2023;21:43:00;Therine McCamish;1993;Female;tmccamish5w@reference.com;968-753-4830;OnePlus;Gaming;coastal
6818a153a750bed478947a6e;214;The Coffee Bean;12/21/2023;11:07:00;Griswold Redhole;1991;Male;gredhole5x@gmpg.org;846-113-8767;OnePlus;Gaming;Suburban Fringe
6818a153a750bed478947a6f;215;The Rustic Tavern;12/18/2023;08:17:00;Brucie Jerzykiewicz;1985;Male;bjerzykiewicz5y@oakley.com;137-879-6307;OnePlus;Gaming;metropolitan
6818a153a750bed478947a70;216;The Coffee Bean;12/20/2023;14:43:00;Arie Strode;1985;Male;astrode5z@psu.edu;166-761-3112;OnePlus;News;urban
6818a153a750bed478947a71;217;Cafe Delight;12/2/2023;17:05:00;Min Jordeson;1991;Female;mjordeson60@pinterest.com;912-724-1209;OnePlus;News;sub urban
6818a153a750bed478947a72;218;The Salad Spot;12/26/2023;19:48:00;Miller Bramah;1986;Male;mbramah61@dell.com;637-772-3484;OnePlus;News;coastal
6818a153a750bed478947a73;219;The Rustic Tavern;12/26/2023;18:57:00;Liva Wadforth;1996;Female;lwadforth62@ameblo.jp;406-138-5004;OnePlus;News;Suburban Fringe
6818a153a750bed478947a74;220;The Urban Cafe;12/5/2023;11:21:00;Rustie Emberton;1979;Male;remberton63@utexas.edu;418-446-9045;OnePlus;News;metropolitan
6818a153a750bed478947a75;221;The Brew House;12/4/2023;08:27:00;Devlin Brisard;1969;Male;dbrisard64@moonfruit.com;421-379-4004;OnePlus;Technology;urban
6818a153a750bed478947a76;222;Java Junction;12/29/2023;19:48:00;Odella Ginnaly;1992;Female;oginnaly65@upenn.edu;293-200-1407;OnePlus;Technology;sub urban
6818a153a750bed478947a77;223;The Salad Spot;12/8/2023;16:49:00;Maryrose Wade;1975;Female;mwade66@umn.edu;871-626-5545;OnePlus;Technology;coastal
6818a153a750bed478947a78;224;The Salad Spot;12/15/2023;11:27:00;Darin Vossgen;1977;Male;dvossgen67@dagondesign.com;336-520-2978;OnePlus;Technology;Suburban Fringe
6818a153a750bed478947a79;225;The Salad Spot;12/6/2023;08:40:00;Shandee Hurton;1981;Female;shurton68@macromedia.com;826-819-2057;OnePlus;Technology;metropolitan
6818a153a750bed478947a7a;226;The Green Leaf;12/25/2023;15:21:00;Jammal Clearie;1964;Male;jclearie69@lycos.com;253-141-6235;OnePlus;Podcast;urban
6818a153a750bed478947a7b;227;The Green Leaf;12/17/2023;21:15:00;Demetria Cattrall;1983;Female;dcattrall6a@npr.org;572-856-0140;OnePlus;Podcast;sub urban
6818a153a750bed478947a7c;228;Barrel & Brew;12/3/2023;14:52:00;Concordia Osorio;1982;Female;cosorio6b@skype.com;434-999-8080;OnePlus;Podcast;coastal
6818a153a750bed478947a7d;229;Cafe Delight;12/12/2023;14:01:00;Jecho Lapping;1968;Male;jlapping6c@yolasite.com;462-907-2316;OnePlus;Podcast;Suburban Fringe
6818a153a750bed478947a7e;230;Cafe Delight;12/19/2023;11:32:00;Dur Bromidge;1989;Male;dbromidge6d@google.fr;610-997-6021;OnePlus;Podcast;metropolitan
6818a153a750bed478947a7f;231;The Green Leaf;12/3/2023;09:52:00;Rich Vernham;1985;Male;rvernham6e@rambler.ru;480-428-8485;OnePlus;Music;urban
6818a153a750bed478947a80;232;The Brew House;12/5/2023;19:13:00;Thomasina Astie;1969;Female;tastie6f@wordpress.org;250-361-8061;OnePlus;Music;sub urban
6818a153a750bed478947a81;233;The Coffee Bean;12/16/2023;18:35:00;Fedora Tidmarsh;1970;Female;ftidmarsh6g@w3.org;679-499-1066;OnePlus;Music;coastal
6818a153a750bed478947a82;234;The Salad Spot;12/18/2023;13:41:00;Lonnard Leglise;1982;Male;lleglise6h@ox.ac.uk;664-110-3332;OnePlus;Music;Suburban Fringe
6818a153a750bed478947a83;235;The Urban Cafe;12/17/2023;13:34:00;Spense McLae;1985;Male;smclae6i@wikia.com;541-618-7561;OnePlus;Music;metropolitan
6818a153a750bed478947a84;236;The Rustic Tavern;12/11/2023;08:50:00;Ezekiel Bessant;1979;Male;ebessant6j@live.com;751-574-1863;OnePlus;Sport;urban
6818a153a750bed478947a85;237;The Green Leaf;12/18/2023;08:05:00;Monti Casseldine;1964;Male;mcasseldine6k@infoseek.co.jp;303-373-6983;OnePlus;Sport;sub urban
6818a153a750bed478947a86;238;Java Junction;12/17/2023;12:38:00;Earl Pumfrey;1975;Male;epumfrey6l@mac.com;505-802-2570;OnePlus;Sport;coastal
6818a153a750bed478947a87;239;Cafe Delight;12/18/2023;10:51:00;Roanne Vannah;1984;Female;rvannah6m@vimeo.com;609-229-5891;OnePlus;Sport;Suburban Fringe
6818a153a750bed478947a88;240;The Urban Cafe;12/4/2023;11:03:00;Kimmi Strewthers;1991;Female;kstrewthers6n@seesaa.net;344-449-5141;OnePlus;Sport;metropolitan
6818a153a750bed478947a89;241;The Brew House;12/13/2023;13:03:00;Wini Kinny;1968;Female;wkinny6o@pen.io;431-471-0886;LG;Social Media;urban
6818a153a750bed478947a8a;242;Cafe Delight;12/7/2023;16:15:00;Becky Simao;1965;Female;bsimao6p@blogtalkradio.com;977-448-9221;LG;Social Media;sub urban
6818a153a750bed478947a8b;243;The Brew House;12/16/2023;15:45:00;Obed Peterson;1979;Male;opeterson6q@newyorker.com;815-103-6813;LG;Social Media;coastal
6818a153a750bed478947a8c;244;Cafe Delight;12/12/2023;15:05:00;Merle Jira;1993;Female;mjira6r@spotify.com;470-316-7930;LG;Social Media;Suburban Fringe
6818a153a750bed478947a8d;245;The Rustic Tavern;12/9/2023;18:04:00;Aila O'Logan;1987;Female;aologan6s@buzzfeed.com;761-387-9422;LG;Social Media;metropolitan
6818a153a750bed478947a8e;246;Java Junction;12/17/2023;10:35:00;Harwell Rought;1970;Male;hrought6t@cmu.edu;430-783-5145;LG;E-commerce;urban
6818a153a750bed478947a8f;247;The Salad Spot;12/18/2023;11:55:00;Marijo oldey;1991;Female;moldey6u@microsoft.com;321-278-5058;LG;E-commerce;sub urban
6818a153a750bed478947a90;248;Barrel & Brew;12/3/2023;11:27:00;Cosimo McCarle;1983;Male;cmccarle6v@vimeo.com;327-918-0279;LG;E-commerce;coastal
6818a153a750bed478947a91;249;The Rustic Tavern;12/3/2023;15:41:00;Ardelle Duffitt;1989;Female;aduffitt6w@github.io;738-937-7653;LG;E-commerce;Suburban Fringe
6818a153a750bed478947a92;250;The Green Leaf;12/9/2023;17:49:00;Rosaleen Lowery;1991;Female;rlowery6x@netlog.com;643-995-7822;LG;E-commerce;metropolitan
6818a153a750bed478947a93;251;Java Junction;12/10/2023;09:28:00;Olenolin Cerith;1975;Male;ocerith6y@com.com;587-762-9789;LG;Gaming;urban
6818a153a750bed478947a94;252;Salad Sensations;12/24/2023;12:17:00;Steven Smails;1966;Male;ssmails6z@dagondesign.com;618-552-3387;LG;Gaming;sub urban
6818a153a750bed478947a95;253;The Coffee Bean;12/4/2023;16:57:00;Pearle Eagles;1982;Female;peagles70@census.gov;515-425-0439;LG;Gaming;coastal
6818a153a750bed478947a96;254;The Rustic Tavern;12/26/2023;11:50:00;Ibrahim Snarr;1967;Male;isnarr71@merriam-webster.com;419-115-6764;LG;Gaming;Suburban Fringe
6818a153a750bed478947a97;255;The Urban Cafe;12/6/2023;21:28:00;Devland Reay;1981;Male;dreay72@google.co.jp;100-857-4017;LG;Gaming;metropolitan
6818a153a750bed478947a98;256;The Salad Spot;12/18/2023;12:17:00;Martin Gaywood;1965;Male;mgaywood73@thetimes.co.uk;845-759-8425;LG;News;urban
6818a153a750bed478947a99;257;The Coffee Bean;12/23/2023;08:40:00;Arielle Humby;1965;Female;ahumby74@google.ca;618-812-2590;LG;News;sub urban
6818a153a750bed478947a9a;258;The Urban Cafe;12/24/2023;08:37:00;Dionne Atwool;2003;Female;datwool75@tmall.com;136-676-8912;LG;News;coastal
6818a153a750bed478947a9b;259;The Urban Cafe;12/24/2023;18:57:00;Monti Greenhouse;1963;Male;mgreenhouse76@yahoo.com;201-304-3753;LG;News;Suburban Fringe
6818a153a750bed478947a9c;260;The Brew House;12/21/2023;11:59:00;Cornie Alywin;1976;Male;calywin77@newsvine.com;540-234-7880;LG;News;metropolitan
6818a153a750bed478947a9d;261;The Brew House;12/23/2023;19:58:00;Arvie Randall;1962;Male;arandall78@msu.edu;976-490-3712;LG;Technology;urban
6818a153a750bed478947a9e;262;The Brew House;12/25/2023;17:57:00;Alejandro Tait;1997;Male;atait79@sina.com.cn;105-540-9455;LG;Technology;sub urban
6818a153a750bed478947a9f;263;The Rustic Tavern;12/27/2023;15:36:00;Farica Bulford;2003;Female;fbulford7a@friendfeed.com;375-162-4450;LG;Technology;coastal
6818a153a750bed478947aa0;264;Barrel & Brew;12/24/2023;18:31:00;Cindee Wedmore;1978;Female;cwedmore7b@redcross.org;846-331-3385;LG;Technology;Suburban Fringe
6818a153a750bed478947aa1;265;Barrel & Brew;12/11/2023;11:10:00;Suki Allinson;1969;Female;sallinson7c@liveinternet.ru;728-594-8243;LG;Technology;metropolitan
6818a153a750bed478947aa2;266;Cafe Delight;12/25/2023;18:56:00;William Cooke;1999;Male;wcooke7d@blogger.com;513-697-4924;LG;Podcast;urban
6818a153a750bed478947aa3;267;Barrel & Brew;12/25/2023;08:36:00;Trina Eydel;1996;Female;teydel7e@icio.us;481-934-4588;LG;Podcast;sub urban
6818a153a750bed478947aa4;268;The Rustic Tavern;12/14/2023;12:52:00;Brnaby Thaxton;1968;Male;bthaxton7f@sohu.com;110-963-9512;LG;Podcast;coastal
6818a153a750bed478947aa5;269;The Green Leaf;12/21/2023;10:46:00;Ivan Brent;1998;Male;ibrent7g@lycos.com;500-736-5322;LG;Podcast;Suburban Fringe
6818a153a750bed478947aa6;270;The Rustic Tavern;12/16/2023;20:15:00;Muffin Tremoulet;1982;Male;mtremoulet7h@mashable.com;372-423-9573;LG;Podcast;metropolitan
6818a153a750bed478947aa7;271;The Salad Spot;12/18/2023;17:48:00;Bengt Glamart;1970;Male;bglamart7i@marketwatch.com;631-574-5675;LG;Music;urban
6818a153a750bed478947aa8;272;The Brew House;12/14/2023;16:05:00;Aron Johannesson;1994;Male;ajohannesson7j@aol.com;561-906-4656;LG;Music;sub urban
6818a153a750bed478947aa9;273;The Rustic Tavern;12/28/2023;09:31:00;Marian Baron;1993;Female;mbaron7k@hhs.gov;995-549-9497;LG;Music;coastal
6818a153a750bed478947aaa;274;The Salad Spot;12/12/2023;13:29:00;Kent Hadwin;1999;Male;khadwin7l@jigsy.com;874-576-5615;LG;Music;Suburban Fringe
6818a153a750bed478947aab;275;The Coffee Bean;12/29/2023;19:19:00;Witty Ierland;1962;Male;wierland7m@etsy.com;491-170-7707;LG;Music;metropolitan
6818a153a750bed478947aac;276;The Green Leaf;12/15/2023;19:05:00;Leticia Cochern;1989;Female;lcochern7n@digg.com;435-674-4588;LG;Sport;urban
6818a153a750bed478947aad;277;The Rustic Tavern;12/7/2023;08:21:00;Kippy Dadds;1960;Male;kdadds7o@list-manage.com;904-789-5009;LG;Sport;sub urban
6818a153a750bed478947aae;278;The Brew House;12/12/2023;20:03:00;Ringo Tappor;1980;Male;rtappor7p@wikimedia.org;217-796-9890;LG;Sport;coastal
6818a153a750bed478947aaf;279;The Urban Cafe;12/19/2023;15:53:00;Travers Pasterfield;1960;Male;tpasterfield7q@netlog.com;500-634-9761;LG;Sport;Suburban Fringe
6818a153a750bed478947ab0;280;The Rustic Tavern;12/17/2023;18:43:00;Winnie Martel;1989;Female;wmartel7r@who.int;975-333-6247;LG;Sport;metropolitan
6818a153a750bed478947ab1;281;The Salad Spot;12/25/2023;09:56:00;Tiffani Bansal;1988;Female;tbansal7s@ox.ac.uk;730-606-1233;Sony;Social Media;urban
6818a153a750bed478947ab2;282;The Urban Cafe;12/3/2023;16:46:00;Durward Blindmann;1991;Male;dblindmann7t@fc2.com;866-158-1520;Sony;Social Media;sub urban
6818a153a750bed478947ab3;283;Barrel & Brew;12/30/2023;18:27:00;Lenci Kleinsinger;1968;Male;lkleinsinger7u@gravatar.com;931-212-4303;Sony;Social Media;coastal
6818a153a750bed478947ab4;284;Barrel & Brew;12/14/2023;12:31:00;Karlene Corley;1986;Female;kcorley7v@rakuten.co.jp;359-529-1380;Sony;Social Media;Suburban Fringe
6818a153a750bed478947ab5;285;The Green Leaf;12/21/2023;19:12:00;Yanaton Muddiman;1978;Male;ymuddiman7w@walmart.com;791-927-4149;Sony;Social Media;metropolitan
6818a153a750bed478947ab6;286;Salad Sensations;12/19/2023;10:38:00;Angus Benallack;1988;Male;abenallack7x@nifty.com;923-646-8116;Sony;E-commerce;urban
6818a153a750bed478947ab7;287;Java Junction;12/9/2023;17:15:00;Felipe Rainville;1963;Male;frainville7y@prlog.org;729-544-4257;Sony;E-commerce;sub urban
6818a153a750bed478947ab8;288;Cafe Delight;12/26/2023;16:33:00;Erinna Causton;1992;Female;ecauston7z@bigcartel.com;318-160-5897;Sony;E-commerce;coastal
6818a153a750bed478947ab9;289;The Rustic Tavern;12/12/2023;09:09:00;Dulciana Claisse;1965;Female;dclaisse80@gizmodo.com;866-289-2639;Sony;E-commerce;Suburban Fringe
6818a153a750bed478947aba;290;The Coffee Bean;12/17/2023;19:34:00;Marsha Swetland;1996;Female;mswetland81@furl.net;514-115-1372;Sony;E-commerce;metropolitan
6818a153a750bed478947abb;291;Cafe Delight;12/24/2023;20:36:00;Keith Keford;1980;Male;kkeford82@upenn.edu;847-864-8032;Sony;Gaming;urban
6818a153a750bed478947abc;292;The Rustic Tavern;12/14/2023;17:31:00;Garret Snoxill;1964;Male;gsnoxill83@alibaba.com;219-271-2916;Sony;Gaming;sub urban
6818a153a750bed478947abd;293;The Salad Spot;12/17/2023;19:49:00;Lefty Mc Corley;1971;Male;lmc84@disqus.com;868-132-3756;Sony;Gaming;coastal
6818a153a750bed478947abe;294;The Rustic Tavern;12/8/2023;20:55:00;Gary Moralas;1995;Male;gmoralas85@mashable.com;299-700-2701;Sony;Gaming;Suburban Fringe
6818a153a750bed478947abf;295;The Green Leaf;12/1/2023;19:32:00;Cassandry Doggerell;1997;Female;cdoggerell86@dailymotion.com;872-284-3695;Sony;Gaming;metropolitan
6818a153a750bed478947ac0;296;Java Junction;12/26/2023;15:29:00;Sam Vaugham;2000;Male;svaugham87@weibo.com;598-851-7039;Sony;News;urban
6818a153a750bed478947ac1;297;The Brew House;12/28/2023;20:17:00;Lindy Behn;1991;Male;lbehn88@deliciousdays.com;938-739-8564;Sony;News;sub urban
6818a153a750bed478947ac2;298;The Rustic Tavern;12/3/2023;08:47:00;Coriss Giddings;1973;Female;cgiddings89@ask.com;641-303-9097;Sony;News;coastal
6818a153a750bed478947ac3;299;Barrel & Brew;12/12/2023;20:19:00;Sigfried Ketcher;1981;Male;sketcher8a@tinypic.com;235-660-2873;Sony;News;Suburban Fringe
6818a153a750bed478947ac4;300;The Urban Cafe;12/9/2023;14:29:00;El Salmon;1992;Male;esalmon8b@accuweather.com;134-950-5629;Sony;News;metropolitan
6818a153a750bed478947ac5;301;The Salad Spot;12/3/2023;15:09:00;Frants Stollmeyer;1972;Male;fstollmeyer8c@sakura.ne.jp;553-233-4969;Sony;Technology;urban
6818a153a750bed478947ac6;302;The Coffee Bean;12/14/2023;20:43:00;Zebulon Laker;1989;Male;zlaker8d@yale.edu;773-116-2180;Sony;Technology;sub urban
6818a153a750bed478947ac7;303;The Brew House;12/11/2023;11:05:00;Sherwin Collard;1995;Male;scollard8e@opera.com;461-620-5857;Sony;Technology;coastal
6818a153a750bed478947ac8;304;The Brew House;12/10/2023;17:38:00;Freddy Kollach;1977;Male;fkollach8f@google.de;864-666-9364;Sony;Technology;Suburban Fringe
6818a153a750bed478947ac9;305;The Urban Cafe;12/12/2023;20:19:00;Carmine Tomaini;1977;Female;ctomaini8g@skyrock.com;112-789-0649;Sony;Technology;metropolitan
6818a153a750bed478947aca;306;Java Junction;12/3/2023;15:49:00;Sandye Clarabut;1976;Female;sclarabut8h@github.io;133-322-4236;Sony;Podcast;urban
6818a153a750bed478947acb;307;The Salad Spot;12/25/2023;17:44:00;Wilie Coners;1965;Female;wconers8i@digg.com;630-230-9957;Sony;Podcast;sub urban
6818a153a750bed478947acc;308;The Urban Cafe;12/16/2023;17:18:00;Aubree Burbridge;1983;Female;aburbridge8j@whitehouse.gov;830-444-6747;Sony;Podcast;coastal
6818a153a750bed478947acd;309;The Urban Cafe;12/23/2023;09:55:00;Roseanna Giordano;1977;Female;rgiordano8k@oakley.com;745-121-4152;Sony;Podcast;Suburban Fringe
6818a153a750bed478947ace;310;Barrel & Brew;12/22/2023;13:59:00;Pennie Kezar;1961;Female;pkezar8l@chronoengine.com;652-396-2279;Sony;Podcast;metropolitan
6818a153a750bed478947acf;311;Cafe Delight;12/14/2023;09:18:00;Agathe Eggerton;1996;Female;aeggerton8m@indiatimes.com;241-670-1077;Sony;Music;urban
6818a153a750bed478947ad0;312;The Rustic Tavern;12/2/2023;14:05:00;Mirella Hartman;1961;Female;mhartman8n@alibaba.com;505-174-4531;Sony;Music;sub urban
6818a153a750bed478947ad1;313;The Coffee Bean;12/12/2023;16:56:00;Allegra Dixsee;1964;Female;adixsee8o@indiatimes.com;307-601-8533;Sony;Music;coastal
6818a153a750bed478947ad2;314;The Salad Spot;12/24/2023;19:18:00;Melly Pellingar;1978;Female;mpellingar8p@cmu.edu;389-914-7349;Sony;Music;Suburban Fringe
6818a153a750bed478947ad3;315;The Brew House;12/21/2023;10:14:00;Francklin Firmage;1991;Male;ffirmage8q@vistaprint.com;765-447-1383;Sony;Music;metropolitan
6818a153a750bed478947ad4;316;The Green Leaf;12/30/2023;17:06:00;Leonhard Gaitskill;2000;Male;lgaitskill8r@princeton.edu;946-316-7386;Sony;Sport;urban
6818a153a750bed478947ad5;317;The Urban Cafe;12/17/2023;12:47:00;Nedi Richardson;1988;Female;nrichardson8s@qq.com;517-514-9079;Sony;Sport;sub urban
6818a153a750bed478947ad6;318;Barrel & Brew;12/23/2023;18:40:00;Turner Housbey;2000;Male;thousbey8t@quantcast.com;655-206-4260;Sony;Sport;coastal
6818a153a750bed478947ad7;319;Barrel & Brew;12/13/2023;10:50:00;Papageno Delaney;1995;Male;pdelaney8u@jugem.jp;289-812-1103;Sony;Sport;Suburban Fringe
6818a153a750bed478947ad8;320;Barrel & Brew;12/14/2023;16:17:00;Tab Wadham;1982;Male;twadham8v@desdev.cn;607-348-3330;Sony;Sport;metropolitan
